Time,Channel_1,Channel_3,Channel_5,Channel_7,Channel_9
168109,-0.014,0.025,0.006,-0.254,0.12
168110,-0.028,0.023,0.01,-0.091,0.047
168111,-0.029,0.029,0.006,-0.216,0.108
168112,-0.027,0.047,0.008,-0.038,-0.008
168113,-0.025,0.053,0.012,-0.14,0.09
168114,-0.026,0.057,0.004,-0.178,0.051
168115,-0.033,0.063,0.012,-0.053,0.032
168116,-0.032,0.058,0.005,-0.232,0.104
168117,-0.036,0.043,0.01,-0.034,0.006
168118,-0.043,0.039,0.01,-0.021,0.017
168119,-0.057,0.039,0.009,-0.206,0.119
168120,-0.073,0.037,0.003,-0.254,0.099
168121,-0.077,0.03,0.004,-0.107,0.015
168122,-0.088,0.028,0.011,-0.096,0.062
168123,-0.086,0.024,0.005,-0.253,0.118
168124,-0.071,0.015,0.003,-0.245,0.084
168125,-0.06,0.005,0.002,-0.173,0.095
168126,-0.05,0.004,0.009,-0.03,-0.003
168127,-0.05,0.008,0.01,-0.199,0.113
168128,-0.051,0.012,0.006,-0.254,0.14
168129,-0.049,0.013,0.007,-0.087,0.02
168130,-0.042,0.011,0.012,-0.085,0.06
168131,-0.04,0.008,0.005,-0.25,0.122
168132,-0.046,0.012,0.007,-0.042,-0.01
168133,-0.035,0.016,0.01,-0.148,0.089
168134,-0.035,0.015,0.004,-0.191,0.059
168135,-0.026,0.006,0.011,-0.026,0.006
168136,-0.028,0.009,0.01,-0.19,0.122
168137,-0.028,0.014,0.006,-0.139,0.04
168138,-0.021,0.024,0.013,-0.098,0.073
168139,-0.025,0.023,0.012,-0.116,0.093
168140,-0.031,0.021,0.007,-0.155,0.06
168141,-0.026,0.026,0.006,-0.169,0.056
168142,-0.013,0.038,0.009,-0.162,0.088
168143,-0.018,0.029,0.007,-0.053,-0.003
168144,-0.027,0.023,0.01,-0.165,0.039
168145,-0.029,0.009,0.006,-0.091,0.021
168146,-0.032,0.004,0.009,-0.22,0.116
168147,-0.029,0.005,0.006,-0.076,0.007
168148,-0.028,0.006,0.009,-0.109,0.011
168149,-0.028,0.01,0.012,-0.062,0.04
168150,-0.03,0.014,0.01,-0.063,0.031
168151,-0.037,0.016,0.009,-0.235,0.143
168152,-0.032,0.016,0.005,-0.203,0.081
168153,-0.009,0.011,0.01,-0.009,-0.011
168154,-0.003,0.019,0.01,-0.161,0.103
168155,0.004,0.038,0.005,-0.142,0.034
168156,0.002,0.041,0.007,-0.028,-0.015
168157,-0.013,0.03,0.011,-0.169,0.107
168158,-0.018,0.017,0.004,-0.202,0.069
168159,-0.019,0.014,0.003,-0.112,0.065
168160,-0.033,0.024,0.007,-0.26,0.125
168161,-0.025,0.04,0.005,-0.115,0.021
168162,-0.017,0.051,0.006,-0.082,-0.003
168163,-0.014,0.052,0.011,-0.138,0.093
168164,-0.018,0.038,0.003,-0.224,0.079
168165,-0.022,0.035,0.009,-0.029,-0.012
168166,-0.013,0.041,0.008,-0.214,0.123
168167,-0.009,0.033,0.004,-0.172,0.048
168168,-0.01,0.03,0.011,-0.052,0.027
168169,-0.016,0.026,0.005,-0.258,0.128
168170,-0.027,0.02,0.005,-0.236,0.086
168171,-0.033,0.011,0.005,-0.096,0.005
168172,-0.031,0.007,0.012,-0.03,0.024
168173,-0.025,0.008,0.007,-0.236,0.12
168174,-0.019,-0.002,0.007,-0.07,-0.002
168175,-0.013,-0.012,0.009,-0.087,0.002
168176,-0.014,0.001,0.012,-0.046,0.033
168177,-0.013,0.013,0.007,-0.247,0.13
168178,-0.021,0.011,0.008,-0.069,0.017
168179,-0.026,0.003,0.008,-0.22,0.117
168180,-0.036,-0.012,0.007,-0.229,0.119
168181,-0.032,-0.007,0.005,-0.135,0.03
168182,-0.031,0.002,0.012,-0.061,0.045
168183,-0.031,0.009,0.01,-0.214,0.131
168184,-0.028,0.02,0.003,-0.242,0.089
168185,-0.029,0.028,0.005,-0.086,0.011
168186,-0.026,0.024,0.013,-0.063,0.045
168187,-0.031,0.026,0.006,-0.256,0.117
168188,-0.035,0.034,0.009,-0.043,0.007
168189,-0.036,0.039,0.01,-0.216,0.124
168190,-0.038,0.039,0.003,-0.233,0.087
168191,-0.046,0.043,0.009,-0.046,0.005
168192,-0.042,0.048,0.009,-0.052,0.004
168193,-0.035,0.042,0.013,-0.119,0.082
168194,-0.023,0.028,0.004,-0.207,0.076
168195,-0.031,0.024,0.009,-0.029,-0.006
168196,-0.038,0.022,0.01,-0.206,0.12
168197,-0.031,0.023,0.005,-0.134,0.024
168198,-0.027,0.033,0.011,-0.1,0.064
168199,-0.031,0.039,0.004,-0.262,0.115
168200,-0.03,0.035,0.005,-0.263,0.108
168201,-0.03,0.031,0.005,-0.27,0.108
168202,-0.036,0.026,0.01,-0.039,0.012
168203,-0.035,0.024,0.007,-0.23,0.127
168204,-0.039,0.019,0.005,-0.084,0.013
168205,-0.052,0.035,0.011,-0.144,0.076
168206,-0.061,0.037,0.006,-0.038,0.071
168207,-0.063,0.024,0.011,-0.112,0.047
168208,-0.055,0.02,0.009,-0.163,0.094
168209,-0.056,0.023,0.007,-0.114,0.019
168210,-0.047,0.015,0.012,-0.083,0.064
168211,-0.044,0.014,0.012,-0.137,0.088
168212,-0.049,0.006,0.004,-0.2,0.072
168213,-0.041,-0.0,0.008,-0.03,-0.014
168214,-0.036,-0.004,0.012,-0.094,0.074
168215,-0.033,0.004,0.004,-0.233,0.097
168216,-0.042,0.006,0.004,-0.168,0.108
168217,-0.046,0.012,0.01,-0.032,0.008
168218,-0.042,0.018,0.009,-0.239,0.132
168219,-0.046,0.025,0.005,-0.116,0.021
168220,-0.05,0.021,0.003,-0.192,0.057
168221,-0.05,0.013,0.011,-0.035,0.015
168222,-0.05,0.019,0.009,-0.221,0.133
168223,-0.044,0.019,0.004,-0.166,0.042
168224,-0.047,0.014,0.012,-0.038,0.012
168225,-0.048,0.006,0.008,-0.232,0.132
168226,-0.049,0.006,0.008,-0.069,0.01
168227,-0.05,0.009,0.009,-0.223,0.131
168228,-0.046,0.007,0.004,-0.194,0.066
168229,-0.046,0.017,0.011,-0.05,0.025
168230,-0.04,0.017,0.012,-0.115,0.091
168231,-0.03,0.022,0.011,-0.093,0.012
168232,-0.031,0.024,0.013,-0.011,-0.005
168233,-0.025,0.027,0.012,-0.174,0.112
168234,-0.026,0.033,0.004,-0.183,0.059
168235,-0.031,0.044,0.013,-0.05,0.043
168236,-0.031,0.043,0.007,-0.247,0.128
168237,-0.035,0.042,0.005,-0.142,0.04
168238,-0.044,0.032,0.012,-0.073,0.055
168239,-0.057,0.04,0.006,-0.269,0.139
168240,-0.052,0.038,0.009,-0.201,0.119
168241,-0.041,0.041,0.005,-0.155,0.044
168242,-0.029,0.04,0.008,-0.022,-0.013
168243,-0.025,0.042,0.008,-0.031,-0.002
168244,-0.026,0.038,0.013,-0.071,0.051
168245,-0.025,0.028,0.012,-0.014,0.015
168246,-0.031,0.027,0.01,-0.202,0.115
168247,-0.03,0.032,0.005,-0.152,0.039
168248,-0.022,0.034,0.005,-0.102,0.008
168249,-0.024,0.036,0.004,-0.127,0.026
168250,-0.017,0.029,0.004,-0.129,0.016
168251,-0.008,0.021,0.006,-0.037,-0.018
168252,-0.011,0.021,0.012,-0.112,0.069
168253,-0.009,0.027,0.006,-0.27,0.126
168254,-0.011,0.028,0.008,-0.064,0.006
168255,-0.009,0.027,0.012,-0.034,-0.011
168256,-0.015,0.034,0.012,-0.115,0.081
168257,-0.014,0.041,0.003,-0.218,0.081
168258,-0.016,0.045,0.009,-0.03,-0.007
168259,-0.031,0.04,0.012,-0.108,0.071
168260,-0.041,0.033,0.012,-0.161,0.114
168261,-0.051,0.03,0.005,-0.234,0.103
168262,-0.04,0.047,0.01,-0.04,-0.001
168263,-0.034,0.045,0.01,-0.026,0.013
168264,-0.029,0.043,0.009,-0.209,0.124
168265,-0.031,0.038,0.005,-0.274,0.107
168266,-0.032,0.03,0.005,-0.096,0.017
168267,-0.037,0.041,0.012,-0.134,0.089
168268,-0.038,0.05,0.004,-0.207,0.078
168269,-0.067,0.057,0.012,-0.087,0.053
168270,-0.071,0.051,0.013,-0.046,0.036
168271,-0.056,0.042,0.008,-0.104,0.047
168272,-0.036,0.036,0.009,-0.201,0.123
168273,-0.04,0.029,0.005,-0.168,0.037
168274,-0.029,0.027,0.008,-0.059,0.049
168275,-0.015,0.036,0.01,-0.179,0.043
168276,-0.017,0.037,0.007,-0.078,0.007
168277,-0.019,0.034,0.012,-0.119,0.082
168278,-0.018,0.031,0.003,-0.206,0.068
168279,-0.019,0.038,0.006,-0.254,0.095
168280,-0.022,0.038,0.007,-0.253,0.112
168281,-0.03,0.034,0.005,-0.111,0.024
168282,-0.042,0.03,0.007,-0.043,-0.003
168283,-0.041,0.026,0.009,-0.179,0.104
168284,-0.043,0.02,0.004,-0.155,0.039
168285,-0.044,0.016,0.011,-0.105,0.065
168286,-0.022,0.017,0.004,-0.237,0.097
168287,-0.008,0.017,0.008,-0.067,0.018
168288,0.008,0.02,0.01,-0.033,-0.0
168289,0.01,0.032,0.01,-0.194,0.109
168290,0.005,0.038,0.008,-0.213,0.127
168291,-0.0,0.046,0.004,-0.21,0.069
168292,-0.003,0.051,0.01,-0.008,-0.012
168293,-0.018,0.045,0.012,-0.13,0.083
168294,-0.025,0.037,0.005,-0.148,0.048
168295,-0.034,0.043,0.005,-0.11,0.008
168296,-0.024,0.043,0.011,-0.102,0.067
168297,-0.015,0.046,0.011,-0.169,0.114
168298,-0.008,0.044,0.005,-0.236,0.102
168299,0.001,0.05,0.008,-0.043,-0.004
168300,-0.01,0.055,0.008,-0.055,-0.006
168301,-0.04,0.047,0.013,-0.059,0.046
168302,-0.029,0.037,0.007,-0.263,0.14
168303,-0.028,0.033,0.005,-0.106,0.023
168304,-0.033,0.041,0.012,-0.136,0.096
168305,-0.035,0.039,0.004,-0.249,0.104
168306,-0.05,0.045,0.008,-0.054,0.008
168307,-0.058,0.047,0.009,-0.205,0.111
168308,-0.056,0.035,0.006,-0.097,0.017
168309,-0.069,0.029,0.013,-0.064,0.047
168310,-0.065,0.019,0.012,-0.059,0.045
168311,-0.043,0.015,0.012,-0.052,0.038
168312,-0.035,0.033,0.01,-0.189,0.111
168313,-0.032,0.041,0.004,-0.16,0.044
168314,-0.034,0.046,0.006,-0.083,0.001
168315,-0.041,0.047,0.013,-0.041,0.022
168316,-0.037,0.042,0.011,-0.188,0.113
168317,-0.033,0.037,0.004,-0.155,0.045
